Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2018-11-18,Cardinals,Raiders,2,5:44,4,30,CRD 5,14-14,Andy Lee punts 53 yards returned by Jalen Richard for 3 yards (tackle by Gerald Hodges),,-2.490,-1.930,.56,53,3
2018-11-18,Raiders,Cardinals,2,4:17,4,5,50,14-14,Johnny Townsend punts 39 yards fair catch by Christian Kirk,,-0.060,0.370,.43,39,
2018-11-18,Raiders,Cardinals,2,2:11,4,7,RAI 40,14-14,Johnny Townsend punts 60 yards touchback,,-0.720,-0.280,.44,60,
2018-11-18,Cardinals,Raiders,2,1:08,4,14,CRD 45,14-14,Andy Lee punts 46 yards fair catch by Jalen Richard,,-0.390,0.380,.77,46,
2018-11-18,Cardinals,Raiders,3,8:08,4,8,CRD 37,14-17,Andy Lee punts 28 yards out of bounds,,-0.910,-1.270,-0.36,28,
2018-11-18,Cardinals,Raiders,4,13:41,4,6,CRD 29,14-20,Andy Lee punts 60 yards returned by Dwayne Harris for 16 yards (tackle by Chase Edmonds),,-1.440,-0.740,.70,60,16
2018-11-18,Raiders,Cardinals,4,7:48,4,1,CRD 38,20-14,Johnny Townsend punts 38 yards touchback,,0.720,-0.280,-1.00,38,
2018-11-18,Raiders,Cardinals,4,3:50,4,9,RAI 26,20-21,Johnny Townsend punts 52 yards returned by Christian Kirk for 18 yards (tackle by Erik Harris),,-1.630,-1.600,.03,52,18
2018-11-18,Cardinals,Raiders,4,3:16,4,9,CRD 41,21-20,Andy Lee punts 57 yards,,-0.650,0.380,1.03,57,
2018-11-18,Raiders,Cardinals,4,2:50,4,10,RAI 2,20-21,Johnny Townsend punts 47 yards returned by Christian Kirk for 5 yards (tackle by Marquel Lee),,-2.490,-2.650,-0.16,47,5
2018-11-18,Cardinals,Raiders,4,2:00,4,25,CRD 41,21-20,Andy Lee punts 59 yards touchback,,-0.650,-0.280,.37,59,
2018-11-18,Panthers,Lions,1,0:33,4,10,CAR 25,7-7,Michael Palardy punts 45 yards fair catch by Bruce Ellington,,-1.700,-0.940,.76,45,
2018-11-18,Lions,Panthers,2,13:00,4,7,DET 43,7-7,Sam Martin punts 55 yards,,-0.520,0.380,.90,55,
2018-11-18,Panthers,Lions,2,9:53,4,2,CAR 22,7-7,Michael Palardy punts 47 yards fair catch by Bruce Ellington,,-1.900,-1.000,.90,47,
2018-11-18,Lions,Panthers,2,7:54,4,14,DET 27,7-7,Sam Martin punts 47 yards returned by Damiere Byrd for -1 yards (tackle by Trevor Bates),,-1.570,-0.610,.96,47,-1
2018-11-18,Panthers,Lions,2,4:17,4,16,CAR 42,7-7,Michael Palardy punts 42 yards fair catch by Bruce Ellington,,-0.590,0.140,.73,42,
2018-11-18,Lions,Panthers,2,0:07,4,10,DET 47,10-7,Sam Martin punts 53 yards touchback,,-0.260,-2.060,-1.80,53,
2018-11-18,Lions,Panthers,3,13:06,4,2,CAR 43,10-7,Sam Martin punts 37 yards,,0.400,0.380,-0.02,37,
2018-11-18,Panthers,Lions,3,0:47,4,8,CAR 26,7-13,Michael Palardy punts 36 yards returned by T.J. Jones for 10 yards (tackle by Ben Jacobs),,-1.630,-2.130,-0.50,36,10
2018-11-18,Lions,Panthers,4,14:03,4,14,CAR 45,13-7,Sam Martin punts 37 yards fair catch by Damiere Byrd,,0.270,0.380,.11,37,
2018-11-18,Panthers,Lions,4,4:37,4,8,CAR 27,13-20,Michael Palardy punts 52 yards fair catch by T.J. Jones,,-1.570,-0.340,1.23,52,
2018-11-18,Lions,Panthers,4,2:58,4,8,DET 23,20-13,Sam Martin punts 52 yards out of bounds,,-1.830,-0.610,1.22,52,
2018-11-18,Jaguars,Steelers,1,12:18,4,4,PIT 46,0-0,Logan Cooke punts 46 yards touchback,,0.200,-0.280,-0.48,46,
2018-11-18,Steelers,Jaguars,1,10:19,4,1,PIT 29,0-0,Jordan Berry punts 51 yards fair catch by Dede Westbrook,,-1.440,-0.280,1.16,51,
2018-11-18,Jaguars,Steelers,1,8:54,4,1,JAX 29,0-0,Logan Cooke punts 46 yards fair catch by Ryan Switzer,,-1.440,-0.610,.83,46,
2018-11-18,Steelers,Jaguars,1,7:16,4,6,PIT 46,0-0,Jordan Berry punts 48 yards,,-0.320,0.380,.70,48,
2018-11-18,Steelers,Jaguars,2,12:17,4,11,PIT 24,0-3,Jordan Berry punts 59 yards returned by Dede Westbrook for 25 yards (tackle by Anthony Chickillo),,-1.770,-1.730,.04,59,25
2018-11-18,Steelers,Jaguars,2,1:49,4,8,PIT 37,0-9,Jordan Berry punts 63 yards touchback,,-0.910,-0.280,.63,63,
2018-11-18,Jaguars,Steelers,2,1:28,4,17,JAX 13,9-0,Logan Cooke punts 57 yards returned by Ryan Switzer for 7 yards (tackle by Blair Brown),,-2.490,-1.400,1.09,57,7
2018-11-18,Jaguars,Steelers,2,0:48,4,10,PIT 46,9-0,Logan Cooke punts 46 yards touchback,,0.200,-0.280,-0.48,46,
2018-11-18,Steelers,Jaguars,3,13:30,4,5,PIT 30,0-9,Jordan Berry punts 44 yards fair catch by Dede Westbrook,,-1.370,-0.670,.70,44,
2018-11-18,Jaguars,Steelers,3,10:55,4,23,JAX 13,9-0,Logan Cooke punts 48 yards returned by Ryan Switzer for 6 yards (tackle by Leon Jacobs),,-2.490,-1.930,.56,48,6
2018-11-18,Jaguars,Steelers,4,14:24,4,4,JAX 31,16-6,Logan Cooke punts 52 yards returned by Ryan Switzer for no gain,,-1.310,0.060,1.37,52,
2018-11-18,Steelers,Jaguars,4,12:55,4,16,PIT 11,6-16,Jordan Berry punts 41 yards returned by Dede Westbrook for 11 yards (tackle by L.J. Fort),,-2.490,-2.850,-0.36,41,11
2018-11-18,Jaguars,Steelers,4,10:31,4,24,JAX 45,16-6,Logan Cooke punts 26 yards,,-0.390,-0.870,-0.48,26,
2018-11-18,Jaguars,Steelers,4,5:16,4,11,JAX 43,16-6,Logan Cooke punts 57 yards touchback,,-0.520,-0.280,.24,57,
2018-11-18,Jaguars,Steelers,4,1:50,4,4,JAX 31,16-13,Logan Cooke punts 37 yards fair catch by Ryan Switzer,,-1.310,-1.070,.24,37,
2018-11-18,Eagles,Saints,1,13:33,4,1,PHI 24,0-0,Cameron Johnston punts 43 yards returned by Taysom Hill for 9 yards (tackle by D.J. Alexander). Penalty on Vince Biegel: Offensive Holding 10 yards,,-1.770,-0.480,1.29,43,9
2018-11-18,Eagles,Saints,1,8:13,4,4,NOR 49,0-3,Cameron Johnston punts 35 yards fair catch by Alvin Kamara,,0.000,0.280,.28,35,
2018-11-18,Saints,Eagles,2,7:49,4,10,NOR 25,17-7,Thomas Morstead punts 50 yards out of bounds,,-1.700,-0.610,1.09,50,
2018-11-18,Eagles,Saints,2,3:25,4,8,PHI 49,7-17,Cameron Johnston punts 35 yards fair catch by Alvin Kamara,,-0.130,0.140,.27,35,
2018-11-18,Eagles,Saints,3,1:44,4,6,PHI 41,7-38,Cameron Johnston punts 46 yards returned by Alvin Kamara for 13 yards (tackle by Cameron Johnston). Penalty on Alvin Kamara: Unsportsmanlike Conduct 13 yards,,-0.650,0.320,.97,46,13
2018-11-18,Saints,Eagles,4,3:18,4,13,NOR 14,48-7,Thomas Morstead punts 49 yards returned by Golden Tate for -2 yards (tackle by Justin Hardee),,-2.470,-1.270,1.20,49,-2
2018-11-18,Buccaneers,Giants,2,11:08,4,15,TAM 35,0-14,Bryan Anger punts 44 yards returned by Quadree Henderson for 5 yards (tackle by Kevin Minter),,-1.040,-0.670,.37,44,5
2018-11-18,Giants,Buccaneers,2,9:25,4,15,NYG 21,14-0,Riley Dixon punts 43 yards fair catch by Adam Humphries,,-1.960,-1.330,.63,43,
2018-11-18,Giants,Buccaneers,2,1:26,4,2,TAM 37,14-7,Riley Dixon punts 23 yards,,0.790,0.280,-0.51,23,
2018-11-18,Giants,Buccaneers,4,7:45,4,17,NYG 16,31-21,Riley Dixon punts 54 yards returned by Adam Humphries for 10 yards (tackle by Lorenzo Carter). Penalty on Andrew Adams: Illegal Block Above the Waist 10 yards,,-2.390,-0.940,1.45,54,10
2018-11-18,Giants,Buccaneers,4,0:31,4,12,TAM 46,38-35,Riley Dixon punts 46 yards touchback,,0.200,-0.280,-0.48,46,
2018-11-18,Bengals,Ravens,1,13:02,4,1,CIN 33,0-0,Kevin Huber punts 42 yards fair catch by Cyrus Jones,,-1.180,-0.610,.57,42,
2018-11-18,Bengals,Ravens,1,5:36,4,10,CIN 27,0-7,Kevin Huber punts 45 yards fair catch by Cyrus Jones,,-1.570,-0.810,.76,45,
2018-11-18,Ravens,Bengals,1,3:19,4,5,RAV 44,7-0,Sam Koch punts 39 yards returned by Alex Erickson for 49 yards (tackle by Sam Koch). Penalty on Clayton Fejedelem: Illegal Block Above the Waist 10 yards,,-0.460,-1.930,-1.47,39,49
2018-11-18,Bengals,Ravens,1,2:10,4,7,CIN 48,0-7,Kevin Huber punts 42 yards returned by Cyrus Jones for 2 yards (tackle by Brandon Wilson),,-0.190,0.350,.54,42,2
2018-11-18,Ravens,Bengals,1,0:08,4,7,RAV 15,7-0,Sam Koch punts 42 yards fair catch by Darius Phillips,,-2.440,-1.800,.64,42,
2018-11-18,Ravens,Bengals,2,6:48,4,17,CIN 42,7-7,Sam Koch punts 33 yards fair catch by Alex Erickson,,0.460,0.380,-0.08,33,
2018-11-18,Bengals,Ravens,2,5:13,4,6,CIN 13,7-7,Kevin Huber punts 53 yards returned by Cyrus Jones for 12 yards (tackle by Malik Jefferson). Penalty on Brandon Wilson: Illegal Block Above the Waist 10 yards,,-2.490,-2.650,-0.16,53,12
2018-11-18,Bengals,Ravens,2,0:33,4,14,CIN 44,7-10,Kevin Huber punts 31 yards. Penalty on Malik Jefferson: Offensive Holding 10 yards,,-0.460,-1.270,-0.81,31,
2018-11-18,Bengals,Ravens,3,0:15,4,12,CIN 23,21-21,Kevin Huber punts 38 yards fair catch by Cyrus Jones,,-1.830,-1.530,.30,38,
2018-11-18,Ravens,Bengals,4,2:58,4,6,RAV 46,24-21,Sam Koch punts 43 yards returned by Alex Erickson for 8 yards (tackle by Tyus Bowser). Penalty on Jordan Franks: Illegal Block Above the Waist 9 yards,,-0.320,0.380,.70,43,8
2018-11-18,Broncos,Chargers,1,13:57,4,1,DEN 34,0-0,Colby Wadman punts 46 yards,,-1.110,-0.280,.83,46,
2018-11-18,Broncos,Chargers,1,4:51,4,2,DEN 32,0-3,Colby Wadman punts 52 yards returned by Travis Benjamin for 2 yards (tackle by Isaac Yiadom),,-1.240,-0.040,1.20,52,2
2018-11-18,Broncos,Chargers,2,0:59,4,8,SDG 45,7-13,Colby Wadman punts 36 yards fair catch by Travis Benjamin,,0.270,0.380,.11,36,
2018-11-18,Broncos,Chargers,3,8:40,4,2,DEN 33,7-19,Colby Wadman punts 45 yards fair catch by Travis Benjamin,,-1.180,-0.410,.77,45,
2018-11-18,Chargers,Broncos,3,0:58,4,1,SDG 35,19-14,Donnie Jones punts 38 yards fair catch by Adam Jones,,-1.040,-0.740,.30,38,
2018-11-18,Broncos,Chargers,4,3:53,4,7,SDG 45,20-22,Colby Wadman punts 45 yards touchback,,0.270,-0.280,-0.55,45,
2018-11-18,Chargers,Broncos,4,1:58,4,7,DEN 48,22-20,Donnie Jones punts 40 yards fair catch by River Cracraft,,0.070,0.380,.31,40,
2018-11-18,Redskins,Texans,1,14:17,4,9,WAS 22,0-0,Tress Way punts 51 yards fair catch by DeAndre Carter,,-1.900,-0.740,1.16,51,
2018-11-18,Redskins,Texans,1,6:41,4,5,WAS 36,0-3,Tress Way punts 49 yards returned by DeAndre Carter for 16 yards (tackle by Nick Sundberg),,-0.980,-1.000,-0.02,49,16
2018-11-18,Redskins,Texans,2,11:38,4,16,WAS 49,7-10,Tress Way punts 47 yards,,-0.130,0.380,.51,47,
2018-11-18,Texans,Redskins,2,9:28,4,5,HTX 30,10-7,Trevor Daniel punts 30 yards out of bounds,,-1.370,-1.600,-0.23,30,
2018-11-18,Redskins,Texans,3,7:37,4,22,HTX 37,7-17,Tress Way punts 24 yards fair catch by DeAndre Carter,,0.790,0.320,-0.47,24,
2018-11-18,Redskins,Texans,4,4:45,4,19,WAS 27,21-23,Tress Way punts 31 yards out of bounds,,-1.570,-1.730,-0.16,31,
2018-11-19,Chiefs,Rams,1,10:07,4,8,KAN 31,0-6,Dustin Colquitt punts 49 yards returned by Jojo Natson for -3 yards (tackle by Charvarius Ward),,-1.310,0.060,1.37,49,-3
2018-11-19,Rams,Chiefs,2,4:18,4,6,RAM 39,16-17,Johnny Hekker punts 55 yards returned by Tyreek Hill for 19 yards (tackle by Malcolm Brown). Penalty on Jordan Lucas: Illegal Block Above the Waist 3 yards,,-0.780,0.380,1.16,55,19
2018-11-19,Chiefs,Rams,3,1:13,4,9,KAN 25,30-40,Dustin Colquitt punts 41 yards,,-1.700,-1.200,.50,41,
2018-11-19,Rams,Chiefs,4,13:45,4,28,RAM 40,40-30,Johnny Hekker punts 59 yards returned by Tyreek Hill for 8 yards (tackle by Blake Countess),,-0.720,0.380,1.10,59,8
2018-11-19,Chiefs,Rams,4,8:18,4,3,KAN 32,44-47,Dustin Colquitt punts 52 yards fair catch by Jojo Natson,,-1.240,0.140,1.38,52,
2018-11-19,Rams,Chiefs,4,6:44,4,1,RAM 25,47-44,Johnny Hekker punts 40 yards,,-1.700,-1.270,.43,40,
2018-11-19,Rams,Chiefs,4,1:04,4,11,RAM 34,54-51,Johnny Hekker punts 68 yards returned by Tyreek Hill for 14 yards (tackle by Jake McQuaide),,-1.110,0.350,1.46,68,14
2018-11-25,Colts,Dolphins,3,13:40,4,2,CLT 33,14-14,Rigoberto Sanchez punts 8 yards muffed catch by Jerome Baker recovered by Akeem Spence and returned for no gain,0,-1.180,-2.790,-1.61,8,
2018-11-25,Broncos,Steelers,3,9:43,4,8,DEN 27,10-17,Colby Wadman punts 50 yards muffed catch by Ryan Switzer ball out of bounds at PIT-23,0,-1.570,-0.480,1.09,50,
2018-11-25,Broncos,Steelers,3,3:30,4,8,DEN 12,17-17,Colby Wadman punts 51 yards muffed catch by Ryan Switzer recovered by Ryan Switzer and returned for no gain,0,-2.490,-1.400,1.09,51,
2018-11-25,Vikings,Packers,4,6:00,4,13,GNB 37,24-14,Matt Wile punts 21 yards muffed catch by Tramon Williams recovered by Marcus Sherels and returned for no gain,0,0.790,4.580,3.79,21,
2018-11-29,Cowboys,Saints,3,5:56,4,10,DAL 36,13-3,Chris Jones punts 47 yards muffed catch by Alvin Kamara ball out of bounds at NOR-12,0,-0.980,0.350,1.33,47,
2018-12-02,Broncos,Bengals,3,12:18,4,8,DEN 20,7-3,Colby Wadman punts 43 yards muffed catch by Alex Erickson recovered by Demaryius Thomas and returned for no gain. Penalty on Jordan Franks: Offensive Holding (Declined),0,-2.030,3.380,5.41,43,
2018-12-02,Bills,Dolphins,1,2:59,4,16,BUF 43,0-7,Matt Darr punts 47 yards muffed catch by Kenny Stills recovered by Kenny Stills and returned for no gain,0,-0.520,0.320,.84,47,
2018-12-02,Dolphins,Bills,2,3:51,4,10,MIA 32,7-6,Matt Haack punts 38 yards muffed catch by Isaiah McKenzie recovered by Senorise Perry and returned for no gain,0,-1.240,3.180,4.42,38,
2018-12-02,Chargers,Steelers,2,3:50,4,3,SDG 24,7-13,Donnie Jones punts 4 yards muffed catch by Jaylen Samuels recovered by Jordan Dangerfield and returned for no gain,0,-1.770,-3.310,-1.54,4,
2018-12-02,Seahawks,49ers,2,2:00,4,6,SEA 14,13-0,Michael Dickson punts 56 yards muffed catch by Richie James recovered by Neiko Thorpe and returned for no gain,0,-2.470,3.380,5.85,56,
2018-12-02,Buccaneers,Panthers,1,1:54,4,9,TAM 36,10-7,Bryan Anger punts 49 yards muffed catch by Kenjon Barner ball out of bounds at CAR-20,0,-0.980,-0.280,.70,49,
2018-12-02,Panthers,Buccaneers,2,7:06,4,12,CAR 18,7-10,Michael Palardy punts 55 yards muffed catch by Adam Humphries recovered by Adam Humphries and returned for no gain,0,-2.240,-0.480,1.76,55,
2018-12-06,Jaguars,Titans,1,0:59,4,4,JAX 46,2-7,Logan Cooke punts 47 yards muffed catch by Cameron Batson recovered by Cameron Batson and returned for -1 yards safety,0,-0.320,2.000,2.32,47,-1
2018-12-09,Cardinals,Lions,1,2:39,4,6,50,0-0,Andy Lee punts 35 yards muffed catch by Bruce Ellington recovered by Bruce Ellington and returned for no gain,0,-0.060,0.140,.20,35,
2018-12-09,Falcons,Packers,2,2:56,4,20,ATL 41,7-17,Matthew Bosher punts 45 yards muffed catch by Jaire Alexander recovered by Jaire Alexander and returned for no gain. Penalty on Fadol Brown: Offensive Holding 7 yards,0,-0.650,0.380,1.03,45,
2018-12-09,Falcons,Packers,3,10:30,4,11,ATL 25,7-27,Matthew Bosher punts 53 yards muffed catch by Jaire Alexander recovered by Jaire Alexander and returned for no gain,0,-1.700,-0.540,1.16,53,
2018-12-09,Texans,Colts,2,5:23,4,10,HTX 25,7-7,Trevor Daniel punts 41 yards muffed catch by Chester Rogers recovered by Chester Rogers and returned for no gain,0,-1.700,-1.200,.50,41,
2018-12-09,Patriots,Dolphins,2,1:00,4,2,NWE 28,27-21,Ryan Allen punts 49 yards returned by Danny Amendola for 9 yards (tackle by Cordarrelle Patterson). Danny Amendola fumbles (forced by Cordarrelle Patterson) ball out of bounds at MIA-32,8,-1.500,-1.070,.43,49,9
2018-12-09,Broncos,49ers,1,9:27,4,9,DEN 21,0-3,Colby Wadman punts 55 yards muffed catch by Richie James recovered by Richie James and returned for no gain. Penalty on Elijah Lee: Offensive Holding 10 yards,0,-1.960,0.280,2.24,55,
2018-12-09,Giants,Redskins,1,9:34,4,6,NYG 31,0-0,Riley Dixon punts 38 yards muffed catch by Greg Stroman recovered by Greg Stroman and returned for no gain,0,-1.310,-1.000,.31,38,
2018-12-02,Giants,Bears,4,12:46,4,18,NYG 12,24-14,Riley Dixon punts 53 yards returned by Tarik Cohen for 8 yards (tackle by Rhett Ellison). Tarik Cohen fumbles (forced by Rhett Ellison) recovered by Tarik Cohen at CHI-45. Penalty on Josh Bellamy: Illegal Block Above the Waist 10 yards,-2,-2.490,-0.670,1.82,53,8
2018-11-25,Jaguars,Bills,4,13:33,4,25,JAX 15,14-21,Logan Cooke punts 55 yards returned by Isaiah McKenzie for 9 yards (tackle by Jarrod Wilson). Isaiah McKenzie fumbles (forced by Jarrod Wilson) recovered by Isaiah McKenzie at BUF-43. Penalty on Marcus Murphy: Illegal Block Above the Waist 10 yards,-4,-2.440,-0.670,1.77,55,9
2018-12-02,Browns,Texans,1,6:38,4,5,CLE 32,0-3,Britton Colquitt punts 40 yards returned by DeAndre Carter for 48 yards (tackle by Tanner Vallejo). DeAndre Carter fumbles (forced by Tanner Vallejo) recovered by Gregory Howell at CLE-11 and returned for 7 yards (tackle by Phillip Gaines). Penalty on Johnson Bademosi: Offensive Holding 10 yards,-13,-1.240,-0.040,1.20,40,48
2018-11-22,Redskins,Cowboys,1,8:39,4,6,WAS 29,0-7,Tress Way punts 52 yards,,-1.440,-0.150,1.29,52,
2018-11-22,Cowboys,Redskins,1,7:00,4,1,DAL 28,7-0,Chris Jones punts 49 yards fair catch by Trey Quinn,,-1.500,-0.480,1.02,49,
2018-11-22,Cowboys,Redskins,2,15:00,4,11,DAL 40,7-0,Chris Jones punts 51 yards fair catch by Trey Quinn,,-0.720,0.380,1.10,51,
2018-11-22,Redskins,Cowboys,2,9:45,4,9,WAS 43,0-7,Tress Way punts 53 yards,,-0.520,0.380,.90,53,
2018-11-22,Cowboys,Redskins,2,7:25,4,2,DAL 12,7-0,Chris Jones punts 51 yards returned by Trey Quinn for 10 yards (tackle by Jamize Olawale),,-2.490,-2.060,.43,51,10
2018-11-22,Redskins,Cowboys,2,1:09,4,15,WAS 20,7-10,Tress Way punts 40 yards out of bounds,,-2.030,-1.600,.43,40,
2018-11-22,Cowboys,Redskins,2,0:26,4,17,DAL 47,10-7,Chris Jones punts 50 yards,,-0.260,0.380,.64,50,
2018-11-22,Redskins,Cowboys,3,12:12,4,7,WAS 38,7-10,Tress Way punts 54 yards fair catch by Cole Beasley,,-0.850,0.380,1.23,54,
2018-11-22,Cowboys,Redskins,3,10:44,4,9,DAL 9,10-7,Chris Jones punts 46 yards returned by Trey Quinn for 30 yards (tackle by Chris Jones),,-2.490,-3.910,-1.42,46,30
2018-11-22,Redskins,Cowboys,3,3:13,4,6,DAL 38,13-17,Tress Way punts 29 yards fair catch by Cole Beasley,,0.720,0.380,-0.34,29,
2018-11-22,Cowboys,Redskins,4,3:59,4,10,DAL 14,31-20,Chris Jones punts 40 yards out of bounds,,-2.470,-1.990,.48,40,
2018-11-22,Lions,Bears,1,13:21,4,2,DET 33,0-0,Sam Martin punts 53 yards returned by Tarik Cohen for 14 yards (tackle by Nick Bellore),,-1.180,-0.810,.37,53,14
2018-11-22,Bears,Lions,1,12:21,4,4,CHI 34,0-0,Pat O'Donnell punts 56 yards returned by T.J. Jones for 8 yards (tackle by Joel Iyiegbuniwe),,-1.110,-0.040,1.07,56,8
2018-11-22,Lions,Bears,1,7:49,4,5,CHI 47,0-0,Sam Martin punts 34 yards,,0.130,0.320,.19,34,
2018-11-22,Bears,Lions,1,3:30,4,8,CHI 37,0-0,Pat O'Donnell punts 55 yards returned by T.J. Jones for 8 yards (tackle by Sherrick McManis),,-0.910,0.140,1.05,55,8
2018-11-22,Lions,Bears,1,2:11,4,1,DET 25,0-0,Sam Martin punts 39 yards returned by Tarik Cohen for 1 yard (tackle by DeShawn Shead),,-1.700,-1.400,.30,39,1
2018-11-22,Lions,Bears,2,2:22,4,15,DET 20,7-3,Sam Martin punts 59 yards returned by Tarik Cohen for 14 yards (tackle by Zach Zenner),,-2.030,-1.270,.76,59,14
2018-11-22,Bears,Lions,3,9:44,4,8,DET 40,9-7,Pat O'Donnell punts 22 yards fair catch by T.J. Jones,,0.590,-0.040,-0.63,22,
2018-11-22,Lions,Bears,3,6:46,4,11,DET 29,7-9,Sam Martin punts 42 yards returned by Tarik Cohen for 17 yards (tackle by Zach Zenner),,-1.440,-1.990,-0.55,42,17
2018-11-22,Bears,Lions,3,4:44,4,11,CHI 45,9-7,Pat O'Donnell punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-11-22,Bears,Lions,4,6:21,4,14,CHI 21,16-16,Pat O'Donnell punts 47 yards returned by T.J. Jones for 9 yards (tackle by Joel Iyiegbuniwe),,-1.960,-1.660,.30,47,9
2018-11-22,Falcons,Saints,2,7:39,4,14,ATL 21,3-10,Matthew Bosher punts 44 yards returned by Alvin Kamara for 7 yards (tackle by Eric Saubert),,-1.960,-1.730,.23,44,7
2018-11-22,Saints,Falcons,3,11:14,4,10,ATL 48,17-3,Thomas Morstead punts 39 yards fair catch by Justin Hardy,,0.070,0.380,.31,39,
2018-11-22,Falcons,Saints,3,9:25,4,1,ATL 18,3-17,Matthew Bosher punts 52 yards fair catch by Alvin Kamara,,-2.240,-0.940,1.30,52,
2018-11-22,Saints,Falcons,4,14:10,4,3,NOR 44,24-10,Thomas Morstead punts 56 yards touchback. Penalty on Takkarist McKinley: Unnecessary Roughness 10 yards Penalty on Takkarist McKinley: Offensive Holding (Declined),,-0.460,0.380,.84,56,
2018-11-22,Saints,Falcons,4,3:45,4,2,NOR 10,31-10,Thomas Morstead punts 49 yards fair catch by Marvin Hall,,-2.490,-1.660,.83,49,
2018-11-25,Bills,Jaguars,1,11:40,4,8,BUF 45,0-0,Colton Schmidt punts 54 yards,,-0.390,0.380,.77,54,
2018-11-25,Jaguars,Bills,1,7:34,4,6,JAX 25,0-0,Logan Cooke punts 50 yards out of bounds,,-1.700,-0.610,1.09,50,
2018-11-25,Jaguars,Bills,1,4:07,4,5,JAX 35,0-7,Logan Cooke punts 49 yards returned by Isaiah McKenzie for -2 yards (tackle by Nick DeLuca),,-1.040,0.280,1.32,49,-2
2018-11-25,Bills,Jaguars,2,8:56,4,3,BUF 32,14-7,Colton Schmidt punts 42 yards fair catch by Dede Westbrook,,-1.240,-0.670,.57,42,
2018-11-25,Bills,Jaguars,2,1:51,4,25,BUF 38,14-14,Colton Schmidt punts 37 yards returned by Dede Westbrook for 23 yards (tackle by Deonte Thompson). Penalty on Ronnie Harrison: Illegal Block Above the Waist (Declined) Penalty on Tre Herndon: Illegal Block Above the Waist 10 yards,,-0.850,-0.740,.11,37,23
2018-11-25,Jaguars,Bills,3,14:16,4,4,JAX 31,14-14,Logan Cooke punts 52 yards returned by Isaiah McKenzie for 9 yards (tackle by Leon Jacobs),,-1.310,-0.670,.64,52,9
2018-11-25,Bills,Jaguars,3,11:13,4,2,BUF 45,14-14,Colton Schmidt punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-11-25,Jaguars,Bills,3,7:41,4,3,JAX 37,14-14,Logan Cooke punts 44 yards fair catch by Micah Hyde,,-0.910,-0.150,.76,44,
2018-11-25,Bills,Jaguars,3,6:20,4,7,BUF 22,14-14,Colton Schmidt punts 46 yards returned by Dede Westbrook for 21 yards (tackle by Patrick DiMarco),,-1.900,-2.460,-0.56,46,21
2018-11-25,Bills,Jaguars,4,11:52,4,7,BUF 29,21-14,Colton Schmidt punts 41 yards out of bounds,,-1.440,-0.940,.50,41,
2018-11-25,Jaguars,Bills,4,9:28,4,4,BUF 42,14-21,Logan Cooke punts 37 yards,,0.460,0.380,-0.08,37,
2018-11-25,Bills,Jaguars,4,5:57,4,14,JAX 41,21-14,Colton Schmidt punts 39 yards,,0.530,0.380,-0.15,39,
2018-11-25,Seahawks,Panthers,1,13:09,4,17,SEA 18,0-0,Michael Dickson punts 62 yards returned by Damiere Byrd for 5 yards (tackle by Shaquem Griffin),,-2.240,-0.610,1.63,62,5
2018-11-25,Seahawks,Panthers,1,5:43,4,7,SEA 23,0-0,Michael Dickson punts 56 yards returned by Damiere Byrd for 14 yards (tackle by Shaquem Griffin),,-1.830,-1.270,.56,56,14
2018-11-25,Panthers,Seahawks,2,10:36,4,1,CAR 34,3-3,Michael Palardy punts 55 yards fair catch by Tyler Lockett,,-1.110,0.370,1.48,55,
2018-11-25,Seahawks,Panthers,2,8:38,4,8,SEA 13,3-3,Michael Dickson punts 40 yards,,-2.490,-2.060,.43,40,
2018-11-25,Bengals,Browns,1,0:16,4,14,CIN 42,0-14,Kevin Huber punts 51 yards returned by Jabrill Peppers for 7 yards (tackle by Vincent Rey). Penalty on Orson Charles: Offensive Holding 3 yards,,-0.590,0.380,.97,51,7
